x_osa,y_osa,x_tacka,y_tacka
300.6,186.26666666666668,500,250
300.6,185.73333333333332,500,250
300.6,185.73333333333332,500,250
300.6,185.73333333333332,500,250
300.6,186.26666666666668,500,250
300.6,186.4,500,250
299.8,186.4,500,250
299.8,186.4,500,250
300.2,186.4,500,250
300.6,186.4,500,250
300.8,186.66666666666666,500,250
301.2,186.53333333333333,500,250
301.0,186.0,500,250
300.8,186.4,500,250
300.4,186.4,500,250
300.2,186.53333333333333,500,250
300.8,186.93333333333334,500,250
300.8,186.8,500,250
300.8,186.8,500,250
300.8,186.53333333333333,500,250
301.0,186.8,500,250
301.2,186.93333333333334,500,250
301.2,186.4,500,250
301.2,185.86666666666667,500,250
301.4,185.33333333333334,500,250
301.6,184.66666666666666,500,250
301.6,184.66666666666666,500,250
301.2,184.66666666666666,500,250
301.2,184.93333333333334,500,250
301.0,185.33333333333334,500,250
300.6,185.6,500,250
301.2,185.2,500,250
303.0,186.26666666666668,500,250
305.2,187.46666666666667,500,250
308.0,188.66666666666666,500,250
311.0,188.4,500,250
313.8,188.26666666666668,500,250
317.0,188.53333333333333,500,250
319.8,188.8,500,250
322.6,189.73333333333332,500,250
325.2,191.46666666666667,500,250
326.8,192.66666666666666,500,250
328.0,192.93333333333334,500,250
328.6,193.06666666666666,500,250
328.4,194.4,500,250
328.2,194.93333333333334,100,250
328.2,196.4,100,250
327.4,196.4,100,250
327.4,196.26666666666668,100,250
326.6,196.13333333333333,100,250
326.8,196.8,100,250
327.2,197.86666666666667,100,250
326.8,199.33333333333334,100,250
327.0,200.66666666666666,100,250
327.4,201.33333333333334,100,250
327.0,201.33333333333334,100,250
326.8,200.53333333333333,100,250
327.4,201.86666666666667,100,250
327.2,202.53333333333333,100,250
328.0,200.93333333333334,100,250
328.0,200.13333333333333,100,250
327.8,199.6,100,250
328.0,199.06666666666666,100,250
328.0,197.73333333333332,100,250
327.8,196.93333333333334,100,250
328.0,197.46666666666667,100,250
327.8,196.93333333333334,100,250
327.4,196.66666666666666,100,250
327.6,195.06666666666666,100,250
327.8,193.46666666666667,100,250
327.6,192.26666666666668,100,250
326.6,192.8,100,250
326.2,192.53333333333333,100,250
325.8,192.4,100,250
325.8,192.13333333333333,100,250
326.0,191.86666666666667,100,250
325.8,192.13333333333333,100,250
326.0,192.53333333333333,100,250
325.6,193.6,100,250
325.2,193.33333333333334,100,250
325.0,193.06666666666666,100,250
325.8,192.8,100,250
326.2,191.6,100,250
326.2,192.4,100,250
326.0,193.2,100,250
325.8,192.53333333333333,100,250
325.8,192.4,100,250
326.0,190.66666666666666,100,250
326.0,189.73333333333332,100,250
326.0,191.2,100,250
