smooth_x,smooth_y,x_tacka,y_tacka
273.62212257773706,191.30875157041038,900,100
273.64857399729544,191.30998065855653,900,100
273.65917381748477,191.3244816256287,900,100
273.64103165026086,191.31825754434726,900,100
273.61015943474257,191.3123446671299,900,100
273.5394482743106,191.3067274337734,900,100
273.44568689510885,191.30805772875138,900,100
273.34448881245123,191.32265484231382,900,100
273.2503745955796,191.33652210019812,900,100
273.162848373889,191.34969599518823,900,100
273.0674489877168,191.36887786209547,900,100
272.9647275585766,191.38710063565736,900,100
272.82719662947625,191.40441227054117,900,100
272.7552928654129,191.4208583236808,900,100
272.758422364834,191.43648207416342,900,100
272.76133279929564,191.46465797045525,900,100
272.75003950334496,191.50475840526582,900,100
272.7395367381108,191.53618715166917,900,100
272.70176916644306,191.59271112741902,900,100
